gene	neg.1	neg.2	day1.1	day1.2
NM_000967	15400	39700	13400	37100
A_23_P129258	4320	7550	4160	6750
NM_032383	74.7	217	89.4	198
NM_001412	10300	25000	12500	16700
AT_ssH_GD_3	58.6	163	48.5	146
BC029783	6.98	9.41	8.74	3.01
THC2300570	53.3	52.9	8.68	21.7
AF064484	32.4	43.4	11.3	31.1
NM_032303	553	1050	580	1170
NM_174912	6.87	7.43	8.52	4.68
BC032393	60.5	59.4	40.5	52.6
THC2360810	6.84	3.05	8.44	2.98
AJ457063	6.83	3.09	8.41	2.98
NM_006593	6.82	3.04	8.38	2.97
ENST00000360741	87.8	94.5	34.3	44.7
AK026467	6.82	3.02	8.32	2.96
NM_004312	6.83	4.02	8.31	2.96
NegativeControl	6.84	3.01	8.3	2.95
NM_138769	4300	4520	3090	3820
AK093883	6.87	3.09	8.29	2.95
NM_018238	337	563	241	442
THC2377971	6.91	3	8.3	2.94
NM_001648	6.94	2.99	8.32	2.94
NM_172364	6.97	2.99	8.34	2.93
AK098417	88.9	129	43.3	58.7
NM_005317	202	179	120	147
NM_002202	17	20.1	12.7	16.4
AL109696	10.1	6.79	8.48	6.33
NM_001005364	863	1030	603	778
A_32_P44699	7.2	9.63	22.5	11.8
NM_003177	7.24	5	8.63	5.35
NM_001039762	56.3	152	67.9	186
A_24_P158193	7.34	5.69	8.76	2.93
THC2405710	383	596	299	493
NM_014487	1680	2260	1300	1870
THC2285293	11.3	26	9.04	31.1
NM_013339	2530	3370	1710	3000
NM_007375	3940	6510	3620	5800
NM_000317	9040	12400	5990	10800
NM_153695	42.8	96.9	99.8	140
AF131813	7.74	2.95	9.41	2.93
NM_024738	321	417	126	186
NM_001568	27000	44100	22300	34700
ENST00000317829	7.85	21	9.68	15.2
NM_173596	7.89	14.7	9.78	13.7
ENST00000382790	55.9	117	151	267
AK024384	7.93	20.8	9.95	14.7
NM_182635	7.95	3.78	10	2.93
THC2441767	7.96	14	10.1	29
NM_015646	6620	19900	8930	18600
NM_001436	105000	188000	57600	117000
NM_003771	7.95	2.89	10.3	2.92
NM_012205	7.98	26.7	10.3	30.1
NM_000222	7.89	2.88	10.4	2.91
NM_000478	7.85	6.41	10.4	8.27
A_32_P179562	7.8	2.85	10.4	2.9
NM_153688	38.8	89.4	58.5	80.1
CD048206	7.66	26	14.2	23.9
THC2374741	7.58	2.81	10.4	2.87
NM_144988	358	1010	511	905
NM_152338	7.37	4.24	16.7	3.79
NM_005938	16.7	27.1	50.8	52.5
NM_001034172	84.1	150	108	117
DarkCorner	6.97	2.72	11.9	2.79
DarkCorner	6.8	2.69	9.74	2.77
DarkCorner	9.17	5.14	9.34	3.85
DarkCorner	9.06	3.14	9.44	2.81
NM_006771	12.8	21.6	10.3	15.7
NM_003558	8.83	3.15	9.61	2.86
NM_198060	8.72	7.69	9.66	2.88
NM_173478	8.62	3.53	9.7	5.12
NM_002395	866	782	1060	1070
A_32_P169692	69.3	75	46.8	66.1
NM_199424	540	736	734	801
AK092728	35.3	114	82.4	117
BX538342	8.09	13.5	9.71	10.7
NM_032998	617	879	525	760
AA359500	775	738	746	673
NM_012286	787	1600	1390	1560
NM_017812	1500	4110	2190	3230
NM_001310	164	338	209	406
NM_005222	48.7	66.9	70.7	90.8
NM_000791	363	1940	673	1850
S51112	7.42	3.14	9.3	3.02
NM_006261	162	154	172	189
THC2252089	7.29	7.79	9.16	4.9
NR_002804	7.23	6.64	9.09	3.02
NM_003812	357	704	487	708
NM_207189	7.13	3.11	8.96	3.01
E1A_r60_1	116000	222000	124000	219000
NM_002982	79.5	91.3	59.9	121
NM_017409	87.5	114	47.6	97.7
THC2447296	6.98	3.08	8.71	3
A_24_P654066	1590	3450	1110	2560
NM_133370	693	1190	791	1080
CR590183	52.6	58.2	28.9	54
ENST00000366569	6.89	10	8.52	2.98
NM_014845	391	657	348	786
NM_000427	6.87	3.04	8.44	2.97
NM_033033	6.87	3.03	8.41	2.97
NM_144665	6.87	17.3	16.4	41
AK096342	187	406	358	503
NM_152277	156	222	139	232
BC071797	94.8	142	52.5	141
NM_001039792	12.8	25	25	42.5
NM_005123	84.3	147	77.7	137
AK091818	6.95	4.01	8.35	2.94
NM_012186	85.5	94	75.7	95
BC107860	4600	6030	2280	5080
NM_032738	7.04	3.97	8.4	2.93
NM_014676	6260	5560	5140	4860
A_23_P75830	13	8.92	8.47	5.96
NM_014484	183	209	77.3	127
NM_020717	7.19	2.97	8.54	2.93
NM_003375	28500	40400	23900	32800
NM_004310	7.48	2.97	8.65	5.81
NM_001017995	293	352	181	300
NM_004557	211	258	155	196
U60665	17.5	21.7	25.4	37.2
BC041996	7.48	26.2	9.85	35.7
XM_498623	2430	2580	1700	2280
NM_000522	7.58	2.96	9.07	12.9
NM_178841	477	633	388	573
NM_175081	167	279	48.2	92.4
THC2281079	7.73	2.95	9.32	2.93
NM_014844	1110	1020	496	690
NM_024643	270	392	184	363
AK125809	7.86	5.97	9.59	11.7
NM_020816	247	369	260	362
NM_138959	793	1120	712	1160
AK000872	38.6	82.3	53.5	79.2
NM_005356	7.99	17.2	9.94	8.47
A_32_P187160	164	151	242	278
AT_L_M	8.02	2.92	10.1	2.93
NM_000546	91.5	84	88.3	97.2
NM_001677	1800	2750	1380	2460
BU618765	192	247	151	159
NM_194280	1830	2340	2370	2980
ENST00000221899	3640	5690	3540	5340
NM_198040	926	2130	1050	1620
THC2283319	17.4	16.4	12.6	25.3
AY358233	7.82	2.85	10.4	2.89
NM_133259	1430	4560	1610	3410
NM_001329	1700	2280	2260	1980
NM_173872	229	517	423	473
NM_020466	416	1000	438	1030
NM_020230	877	1410	673	753
NM_022899	240	836	489	811
A_32_P44932	135	147	240	237
DarkCorner	6.92	2.7	13.4	2.78
DarkCorner	9.18	3.13	9.47	2.78
DarkCorner	9.07	3.14	9.57	2.81
BC036219	8.95	11.6	9.65	8.63
NM_013306	490	416	456	377
NM_014420	8.72	3.16	9.76	2.89
NM_006569	770	1210	635	956
NM_016499	689	1360	685	1140
NM_005038	287	531	312	433
NM_019601	11.9	17.5	18	24
NM_031444	37.2	62.6	79.3	72.9
NM_133373	117	164	130	169
NM_015354	1460	2260	1470	1810
CR593560	16.4	50.7	42.2	60
THC2371517	169	183	137	138
NM_002337	13700	19600	12700	22300
NM_016608	1360	1530	1770	2180
A_24_P932822	7.58	3.15	9.47	3.01
NM_152832	8860	9770	6300	7370
NM_002350	747	1170	1050	1040
BC042038	7.37	3.13	9.27	3.02
NM_199002	270	423	231	360
NM_002690	76.6	169	93.6	139
ENST00000360879	7.21	3.11	9.06	3.01
NM_173533	7.16	3.1	8.99	3.01
NM_012325	6510	14100	3760	8810
NM_006034	7.08	5.58	8.87	15.7
A_32_P218131	7.04	3.08	8.81	3
CN479762	7.01	5.42	8.75	3.11
AK098558	17.6	52.1	8.69	41.4
NM_007086	865	1720	836	1600
ENST00000332617	8320	19200	6290	16100
AK123431	6.93	3.05	8.56	2.97
NM_006454	386	397	280	729
BC030605	6.93	3.04	8.48	2.96
A_32_P63113	6.92	10.8	8.46	3.96
AK057088	1670	3400	1350	2700
A_24_P212726	3480	9380	2630	6690
THC2381333	6.94	13.7	8.4	7.21
NM_012409	6.95	3.01	8.4	2.94
NM_005902	2010	2420	1840	2830
NM_003338	806	1010	712	918
NM_024875	7.02	3	8.4	2.93
A_24_P101661	7.05	23.6	8.42	14.5
A_24_P367139	12100	24900	5000	18900
NM_018471	9780	11700	8080	8450
BE173410	7.15	2.98	8.49	2.93
ENST00000337025	15.8	16.9	8.53	12.1
NM_033260	7.23	2.98	8.57	2.92
NM_020988	7.27	2.97	8.62	2.92
NM_022444	7.31	2.97	8.67	2.92
NM_007203	107	252	126	223
NM_005194	10600	13000	8540	8410
NM_175053	7.46	2.96	8.85	2.92
A_24_P161184	7.51	2.96	8.92	2.92
NM_012486	144	157	97.2	130
NM_002310	35.5	126	89.2	194
AI458424	7.66	3.59	9.15	2.93
NM_002916	11100	16000	8000	12300
NM_021138	5760	6010	3830	5470
AI190733	7.81	12.7	9.41	9.01
NM_152601	355	502	248	451
NM_022460	433	624	563	722
NM_004615	7.94	4.34	9.67	4.44
A_24_P915443	7.98	2.94	9.76	2.93
NM_003116	465	868	541	932
AU145652	8.03	6.78	9.93	4.01
THC2460656	8.05	2.92	10	2.93
NM_018092	6680	7330	5860	6390
A_32_P160793	8.08	62	20.9	55
NM_138461	15.5	28.9	27.2	31.8
NM_001640	7950	11700	5450	8060
NM_006214	237	692	356	902
NM_148965	8340	14700	12000	18000
NM_002451	765	1280	493	982
BC017721	89.4	141	176	234
THC2395739	7.84	3.05	10.4	4.52
THC2382022	7.77	2.82	10.4	2.88
NM_052937	242	292	436	434
NM_001616	24.6	79.5	44.9	69.4
NM_021959	560	858	727	769
THC2348599	7.34	2.76	10.2	2.82
AW043836	7.2	2.74	10	2.81
DarkCorner	7.05	2.71	9.91	2.79
DarkCorner	6.9	2.69	9.76	2.77
DarkCorner	9.3	6.08	9.49	2.76
DarkCorner	9.18	3.13	9.6	2.79
NM_001004285	34.5	46.5	26.3	33.9
NM_006761	418	782	682	816
NM_138294	8.84	3.15	9.81	2.87
NM_025164	499	676	408	614
NM_002372	1480	1460	1830	1920
NM_024807	8.51	10.4	9.89	11
AT_ssH_RR_5	15000	9300	11100	9010
THC2303268	14	41	37.8	69.9
NM_001826	38700	75600	46000	63600
NM_144990	8.68	17.4	22.2	28.7
CR598370	148	260	370	450
ENST00000308437	70.3	177	72.1	107
NM_006682	7.83	3.15	9.69	3
E1A_r60_a104	7.75	5.57	9.63	4.52
NM_005928	180	224	299	380
NM_001562	7.59	3.14	11.6	4.76
NM_003169	5680	7430	4450	6390
NM_172210	7.46	22.8	32.4	35.9
NM_002093	843	1290	1320	1530
THC2240331	7.34	3.12	9.23	3.01
NM_014648	299	600	375	631
ENST00000283963	7.23	15.4	9.09	3
BC000924	180	251	189	262
NM_021946	240	335	235	385
ENST00000327299	181	264	207	233
NM_177559	154	308	113	248
NM_002666	7.05	4.15	8.78	2.99
NM_033380	7.03	10.7	8.73	6.24
NM_014256	120	164	114	248
THC2286151	636	613	164	441
AK024144	44.4	62	25.4	41.2
NM_016308	602	1330	569	1520
BC020911	6.97	18.1	11.1	18.4
E1A_r60_a20	446	571	369	569
ENST00000199389	54.4	107	41	102
NM_017592	1140	1120	960	980
NM_203471	7	3.01	8.45	2.94
NM_004163	52	74.2	66	98
THC2266610	87.6	396	83.1	260
ETG05_66023	9.3	32.7	10.7	30.6
NM_181809	7.09	9.67	8.46	14.4
A_32_P46954	46.5	64.3	16.9	39.3
NM_022819	20.1	4.32	17	3.51
A_24_P332326	2640	3450	2400	2660
THC2281244	133	222	122	174
NM_199261	453	536	499	682
NM_003468	1370	1670	1900	2290
BX090412	275	448	312	484
NM_145179	166	157	195	158
NM_000937	97.4	99.3	86.8	91.1
THC2342754	7.49	2.97	8.86	2.92
NM_031492	531	537	492	605
AY848702	280	494	262	618
BC005296	7.65	2.96	9.08	2.92
NM_004823	54.3	130	59.8	133
AK125452	7.75	14	11	10.4
NM_014824	600	1040	594	1110
NM_138564	15.5	11.9	13.9	16.6
NM_001034	1980	2740	1820	2080
NM_024620	138	149	106	116
AY358234	7.98	8.39	9.67	10.3
DB363547	8.02	8.11	9.76	10.1
CR603450	139	156	128	165
AL832942	8.67	7.89	9.93	5.2
NM_033251	112000	181000	82100	156000
NM_002647	3180	3560	2990	3190
A_24_P144383	8420	20100	9160	17300
NM_024792	1430	2050	1050	1210
NM_022844	8.14	2.9	10.3	2.92
NM_006004	39100	70200	30700	59800
AK128048	353	455	362	462
BF805854	8.08	2.88	10.4	2.91
NM_004290	1600	2110	1890	1840
ENST00000315313	140	263	208	275
BX095557	7.93	2.84	10.5	2.89
NM_138711	145	260	405	401
NM_014109	998	2280	2560	2350
BC009106	70.4	147	123	143
ENST00000325769	7.57	2.78	10.3	2.85
A_24_P922647	7.45	2.76	10.2	2.83
AK021842	234	340	352	285
DarkCorner	7.18	2.72	9.99	2.8
DarkCorner	7.02	2.7	14.7	2.78
DarkCorner	9.31	3.12	9.62	2.77
DarkCorner	9.19	10.7	9.72	2.8
NM_021970	1070	1390	1540	1490
NM_016603	147	195	212	261
A_24_P916515	8.85	3.15	9.91	2.87
NM_173355	8.74	4.86	9.95	3.97
NM_002874	19700	27100	21300	24100
NM_015148	546	920	603	1070
NM_133492	31.6	21	30.2	19.7
NM_004869	1380	2950	2660	3520
NM_004797	8.21	3.92	9.92	5.74
A_32_P18300	143	287	199	233
NM_018335	750	1510	972	1340
NM_013277	3960	6900	4260	8640
E1A_r60_a20	532	575	590	583
AT_nD_5	7.76	3.15	9.67	3
NM_152696	48.3	43.7	56.7	59.1
NM_133371	7.61	21.2	26.1	16
NM_025137	811	1260	913	1560
THC2288214	7.48	29.3	24.9	33.1
E1A_r60_a107	18.1	23.8	15.5	17.1
AF085877	66.8	101	88.6	129
NM_023002	7.31	15	9.19	7.32
NM_030763	132	203	270	353
ENST00000370306	20.8	46.1	52.3	70.7
NM_175929	7.18	3.09	8.99	2.99
A_32_P102627	7.53	48.2	8.94	50.1
ENST00000285206	127	200	229	524
BC067907	7.09	3.07	8.81	2.98
NM_006254	608	816	603	853
NM_001010938	825	1330	652	1270
AF119893	7.04	7.14	8.67	2.97
NM_138322	34.6	66.1	10.5	47.4
NM_005414	306	646	447	853
NM_000939	35.4	32	44.3	26.8
NM_138473	212	514	156	454
ENST00000376611	46.2	59.8	25.3	58.5
NM_013955	7.05	3.01	8.51	2.94
NM_005188	36.5	33.6	10.3	24.2
NM_001945	620	660	540	517
NM_001285	29.5	7.39	40.7	9.42
NM_025144	23.8	38.5	42.1	67.9
NM_175857	11.8	18.8	8.52	16.7
NM_032229	7.19	2.99	8.54	2.93
AK021595	192	190	199	240
AK026078	10400	19000	12300	13800
E1A_r60_a107	29.8	19.1	21.9	17.4
NR_001538	7.34	2.98	8.67	2.92
NM_015292	4850	6130	5070	6790
ETG08_142674	7.43	2.97	8.76	2.92
THC2279765	43100	71000	43800	70600
AF119907	7.53	2.97	8.88	2.92
NM_006230	2660	4440	2380	3000
AY312144	7.63	2.96	9.01	2.92
NM_002851	7.68	3.57	9.08	2.92
BF083139	68.7	144	56	108
NM_018376	29.1	76.2	39.4	109
NM_006985	330	500	288	412
THC2433217	130	127	56.6	124
NM_138391	2950	3880	2630	3900
AK023404	7.98	20.3	9.58	21.6
NM_001032412	61.5	84.2	34.8	68.3
NM_004058	44.6	45.6	59.2	86.5
AB067523	52.8	81.5	36.5	77.4
U49441	8.13	2.93	9.92	2.93
NM_007144	141	120	113	77.6
NM_002754	74.7	103	71.5	141
NM_198472	460	805	515	755
ENST00000322426	7630	15000	8910	12800
NM_173527	8.2	2.91	10.3	2.92
NM_023034	15.3	22.6	10.4	21.1
E1A_r60_n11	25000	23800	22200	23300
NM_014972	5720	9560	7180	9620
AK026881	461	1150	558	943
NM_000135	1640	2660	2630	2970
NM_000618	8.02	2.85	10.5	2.89
AF074982	7.95	5.92	12	2.89
A_32_P10557	7.88	5.74	10.5	2.88
NM_001796	7.78	2.81	13.7	2.86
NM_173589	7.68	15.7	25.6	12.7
NM_014153	385	610	665	665
THC2281336	37.5	92.4	61.9	108
NM_198700	429	646	615	694
DarkCorner	7.14	2.71	9.93	2.78
DarkCorner	6.98	2.69	15.3	2.76
DarkCorner	9.44	4.72	9.64	2.75
DarkCorner	9.32	3.12	9.75	2.78
DarkCorner	9.21	4.79	10.8	2.81
NM_014723	143	139	345	271
NM_024310	4720	4660	4610	4470
NM_014182	9460	8360	7000	8800
AK096661	363	525	1220	1460
NM_003133	3320	5130	3260	5050
CR613267	6890	9550	5520	7690
AK098759	918	1330	886	1440
NM_005038	3810	5990	3330	4510
NM_016024	1590	2900	2010	2790
NM_130390	8.13	3.15	9.94	2.98
NM_001003689	698	749	507	579
NM_019076	7.95	3.15	9.84	2.99
NM_012287	1240	1290	1520	1580
NM_004383	1050	1070	1010	954
E1A_r60_a135	162	194	221	191
NM_152475	7.63	11.2	13.5	15.6
NM_000673	7.57	3.13	9.51	3
E1A_r60_a97	2350	6150	4430	5830
NM_145690	3590	5990	2670	5410
AF132973	68.3	135	77.8	114
NM_001014	57600	221000	79100	197000
E1A_r60_3	7.3	3.09	9.16	3.31
NM_003104	1950	4260	2260	2510
NM_021066	2920	4300	2480	5020
NM_024631	263	394	215	375
AA573434	12.5	23.7	8.9	18.2
THC2336533	242	388	308	408
NM_020964	556	1030	472	1290
NM_020751	412	649	195	759
AK002005	7.09	3.04	8.71	2.96
NM_014579	7.08	17	8.67	7.92
NM_178332	30	64.7	37	53.2
A_24_P58607	536	1120	381	1070
U79293	37.1	60.4	18.5	42.3
NM_003246	172	305	83.7	163
AT_D_5	7.11	3.01	8.56	2.94
A_24_P230416	2830	3030	1570	2140
NM_018167	188	469	173	320
NM_031244	41.7	48.9	27.2	36.1
NM_017893	76.6	103	52.7	102
NM_172020	33200	51800	17700	29000
AK027173	9	60	50.2	87
AK023683	7.3	6.6	8.63	5.52
BC029406	22.4	15.9	19.8	14.7
NM_002088	20.2	48.2	32.8	37
NM_203467	558	1310	514	1110
NR_000033	2840	3500	1900	2090
THC2440580	7.51	4.29	8.84	5.56
NM_198079	3040	3900	2930	3890
A_24_P247233	15100	28300	6720	13100
A_24_P920949	7.66	2.96	9.02	2.92
BC009492	23.1	44	23	38.3
THC2369600	37.5	64.4	39.7	80.6
NM_145686	2340	4450	4050	7030
AK026328	7.88	4.25	9.32	3.9
NM_000212	17.6	44.2	9.4	33.5
AK000939	46.2	31.3	22.3	26.4
NM_145214	10500	7910	7750	6490
NM_173652	8.06	2.94	9.66	2.92
CR749652	942	1840	1740	2210
BE930053	29.2	96.1	58.5	99.4
NM_020531	845	1200	693	1190
THC2313495	69.8	125	62.5	97.2
THC2273386	8.23	5.9	10.1	4.05
NM_005486	125	309	113	319
NM_054016	1420	2320	1200	1840
NM_014615	82	203	113	215
NM_013369	8.27	2.9	10.4	2.92
THC2279918	45	80.1	26.2	59.8
NM_018027	3200	5370	3810	5730
CR601056	50.8	107	71	89.4
NM_003016	9090	18100	11500	13500
NM_001013398	34.3	146	72.9	119
E1A_r60_a22	1930	2400	2200	2310
NM_018217	184	570	250	494
THC2405695	7.89	2.81	19.5	2.87
NM_145185	7.79	23.9	30.6	20.2
NM_014316	1890	3470	2570	3930
NM_194283	848	1430	1110	1340
NM_022784	9.18	40.7	30.1	43
DarkCorner	7.26	2.72	10	2.79
DarkCorner	7.1	2.7	9.85	2.77
DarkCorner	9.45	3.11	9.78	2.76
DarkCorner	9.33	3.12	10.9	2.79
THC2306650	9.1	6.32	10	2.84
AK055561	36.5	38.9	35.3	31.6
BX105435	8.87	3.14	10.1	2.88
NM_139078	1370	2220	735	1380
NM_000890	8.64	3.15	10.1	2.92
NM_001037223	9.43	10.5	14	13.8
ENST00000375207	8.43	3.15	10.1	2.94
A_24_P290114	1200	1280	1220	1350
NM_013282	2550	6810	3060	4410
BC059174	1020	1470	1180	1350
R01145	229	380	283	393
THC2404671	7.96	11.5	17.5	14.3
NM_000029	7.88	3.14	9.83	2.99
NM_001624	88	432	154	413
NM_004533	33.8	56.3	52.9	60.9
A_24_P920468	7.65	3.13	9.62	3
THC2315566	7.59	3.12	9.55	3
NM_002093	982	1530	1210	1510
NM_002479	25.1	36.9	31.6	36.4
NM_016333	31.6	86.2	24.4	62.8
ENST00000311275	876	1580	1430	1900
NM_016564	22.4	36.6	9.19	17.5
A_23_P415806	7.29	3.08	9.12	2.98
NM_000479	271	429	256	467
A_24_P67100	8240	17800	6220	15100
NM_015029	2610	4870	2960	3910
NM_019895	2240	3880	1950	3950
NM_030961	1900	2720	2110	2910
NM_004357	1160	1790	2000	2240
CD633154	7.14	9.45	8.75	8.63
AB061718	7.13	3.03	8.72	2.95
NM_017830	15100	29700	16600	26900
NM_006621	5030	5770	4340	7280
AK090911	7.15	6.15	8.64	2.94
NM_170679	467	1080	539	1150
NM_015483	593	750	463	695
NM_018062	6170	7180	5420	7370
NM_138402	34.4	41.7	36.7	58.1
AK125214	7.24	15.3	8.61	10.5
THC2317998	7.27	16	25.9	9.89
NM_000274	2420	2980	2780	3570
NM_032026	6980	9830	5340	7250
NM_005396	11.2	2.98	8.7	4.24
ENST00000374458	7.41	4.68	8.73	2.92
AI732079	7.46	2.98	8.77	2.91
AK125850	164	224	228	361
NM_173559	7.55	7.17	23.6	20.1
NM_024102	3140	5060	1880	2790
BC015783	38.9	55.5	33.1	45.7
AK055387	479	883	714	1330
THC2305027	167	348	186	430
NM_015635	636	1440	484	1000
AJ296345	66.2	94.1	64.6	83
AK025276	112	110	106	97.5
NM_023931	55.4	126	66.3	117
NM_001031703	6800	6940	4540	6790
NM_002139	65	80.8	21.5	67.8
ENST00000339986	24	41.1	10.3	31.8
NM_002140	7200	13600	5100	10700
BM668321	362	689	406	695
NM_175876	165	311	85.8	278
XM_931047	390	1120	735	1240
NM_014798	12.6	40.7	29.1	36.6
M94173	110	198	96	205
NM_006176	359	561	525	874
E1A_r60_a104	8.33	6.11	10.3	5
NM_004278	127	429	202	341
AK091766	8.33	2.9	10.4	2.92
NM_014841	45.5	63.3	97.4	107
THC2432349	8.24	2.87	10.5	2.9
BC019824	213	519	802	956
AA399656	8.14	16.4	18.2	12.9
NM_003682	1650	1450	1840	1520
NM_014851	5630	7570	7700	5610
NM_018010	3370	10900	6090	10200
ENST00000341287	7.79	2.79	11.2	2.85
A_24_P332721	18.8	91.1	76.9	86.3
A_32_P208076	1020	1470	2130	2560
DarkCorner	7.38	2.73	10.1	2.8
DarkCorner	7.22	2.7	9.94	2.78
DarkCorner	7.06	2.68	9.77	2.76
DarkCorner	9.59	5.21	9.8	2.73
DarkCorner	9.46	3.1	9.92	2.76
DarkCorner	9.34	3.12	18.3	2.79
NM_002742	330	287	381	373
BC073976	10200	9940	4440	4690
NM_152761	8.99	6.41	10.2	2.86
NM_177401	167	156	90.1	92.3
A_24_P470754	45.5	105	52.7	97.7
NM_007048	11.9	7.88	14.5	13.6
BC030812	11.5	5.89	10.2	5.94
NM_145690	4060	7640	4760	7270
NM_014471	8.34	3.15	10.1	2.95
A_24_P917103	8.24	3.15	10.1	2.96
NM_138729	116	151	140	153
A_32_P67355	28.8	29.3	45	32.5
NM_031896	7.98	22	9.93	18.9
BU561429	45.5	98.3	43.7	86.7
NM_174898	112	103	124	120
NM_004497	29	35.3	44.6	42.3
AF138860	7.68	3.12	9.66	2.99
NR_002939	362	709	1680	552
XM_933439	37.5	105	30.6	91.7
BX648708	116	185	85.3	125
NM_016063	339	701	358	601
ENST00000236199	1360	2210	1480	1600
A_24_P931175	7.36	8.21	15.5	4.81
NM_015950	1100	1250	706	876
ENST00000292015	198	246	143	236
NM_002340	1870	8040	2960	12700
THC2319177	164	235	54.3	91.9
NM_007084	98.1	141	43.8	132
A_32_P202082	7.21	3.05	8.88	2.96
NM_003858	261	232	75.4	192
A_32_P64928	154	389	55.3	408
BC007377	222	384	303	415
NM_032552	901	1200	742	1250
NM_006256	4920	5190	3630	4450
CD671824	179	215	158	193
NM_003738	24.3	59.1	38.6	52.5
A_24_P914075	7.24	3.01	8.67	2.93
NM_030821	344	793	407	850
NM_177531	7.28	3	8.67	2.92
NM_004076	112	164	122	158
NM_207372	7.34	2.99	8.69	2.92
NM_004781	697	1580	448	823
AA908257	38.1	42.1	17.5	38.3
NM_018406	7.45	2.98	8.77	2.91
NM_003979	49.9	81.4	37.4	56.3
NM_012189	1440	2290	2450	3850
A_23_P169812	7.59	2.97	8.89	2.91
NegativeControl	7.64	2.97	8.94	2.91
THC2439400	7.69	16.2	11	14.3
NM_021117	855	826	555	656
NM_024072	1950	3140	1570	2310
NM_001010898	7.84	21.7	15.3	30.3
A_32_P86365	9.81	15.6	12.7	10.2
NM_031914	7.95	2.96	9.33	2.91
NM_032849	8	2.95	9.41	2.92
NM_002823	5500	6540	3160	4780
NM_153704	78.8	112	32.8	106
NM_147180	13.9	15.8	12.3	13.4
NM_138622	62.2	68.9	41.6	68.7
NM_032383	56.1	213	114	197
NM_153257	270	421	207	327
AK021886	26.5	11.8	10	13.6
NM_015443	1160	1180	1240	1150
NM_018191	147	489	171	568
A_24_P409166	8.38	11.4	10.2	11.9
NM_015255	1780	2120	1230	1590
NM_201280	1670	2800	1330	1870
NM_016575	207	264	128	210
AL136837	1700	1880	1700	1710
NM_019594	426	573	321	491
NM_033208	230	261	281	280
A_32_P119295	8.28	4.79	10.6	2.9
NM_007282	214	463	190	272
NM_000436	112	438	264	435
NM_013232	11100	23400	17700	23200
THC2312512	8	15	22.2	10.6
BC040210	7.9	13.3	22.7	15.1
NM_178123	44.5	102	109	144
NM_017957	7.65	11.5	11.7	5.23
DarkCorner	7.51	2.73	10.2	2.81
DarkCorner	7.36	2.71	10	2.79
DarkCorner	7.2	2.69	9.87	2.77
DarkCorner	9.6	3.09	9.94	2.74
DarkCorner	9.47	3.1	10	2.77
DarkCorner	9.36	3.11	21.7	2.8
A_23_P51966	498	614	447	647
NM_024623	1280	804	558	563
NM_018088	95.3	24.7	82.1	32
NM_018932	27.1	9.02	16.9	18.8
AF087985	52	74.9	71.2	103
ENST00000376238	8.66	3.14	16	8.88
BC045756	63.7	45.8	132	142
THC2442515	32.6	34.8	57.9	51.3
BX647688	16.1	41.2	30	71.1
AF086216	8.26	3.14	10.2	2.96
AB007974	9.55	47.2	61.1	55.6
NM_015216	1100	2520	2000	2840
AY358366	9.25	6.42	16.5	17.9
AK096009	7.91	3.13	9.91	2.98
NM_003460	7.84	3.13	9.84	2.98
NM_054014	805	1550	813	1240
NM_175733	7.7	3.12	9.69	2.98
NM_004951	7.64	5.79	9.62	3.43
NM_006851	103	324	169	467
A_24_P760324	7.53	3.1	9.47	2.98
NM_002718	235	404	393	479
NM_030935	879	1150	1020	1080
NM_203351	991	1400	957	1300
A_24_P941627	28	58.7	42.3	89.9
NM_023943	119	214	143	301
NM_016459	26.8	18.2	10.7	9.39
NM_003963	7.29	10.2	9.01	13.1
NM_020799	315	711	230	545
NM_178864	7.26	3.04	8.92	2.95
A_32_P159334	7.24	3.04	8.87	2.95
NM_004384	504	600	342	509
BQ683489	2070	2740	1620	2320
AW874698	7.25	3.02	8.78	2.94
BC029940	45.1	57.7	35.6	62.4
NM_001031702	7.27	3.01	8.74	2.93
CR608907	1480	1600	988	1180
AB032960	7.3	3	8.72	2.92
CR611723	747	1010	339	646
NM_017617	27.2	33.9	34.1	39.6
NM_002133	82300	34700	157000	106000
NM_182935	7.42	2.99	8.75	2.91
A_24_P247014	54100	134000	65500	124000
NM_006762	54.1	54.4	87.5	127
NM_003654	7.54	2.98	8.83	2.91
ENST00000359455	7.58	2.98	8.87	2.91
NM_002895	292	468	363	490
NR_001442	2160	1100	1190	1010
NM_022071	832	1090	758	888
NM_005208	7.78	2.97	9.07	2.91
NM_014749	1730	2970	2550	3550
CR620804	27.4	127	39	129
AF116641	7.93	2.96	9.27	2.91
NM_001008491	3030	5140	3310	4810
NM_025003	8.04	2.95	9.42	2.91
AB011150	8.09	2.95	9.5	2.91
NM_144721	734	1150	315	920
A_24_P401663	12100	19900	11900	19400
NM_004130	2590	4330	1680	3020
NM_032383	94.6	194	116	164
NM_001005862	1280	1510	1370	1690
NM_016332	1150	1610	879	1670
THC2339389	63.3	155	56.8	101
A_24_P401321	163	374	172	277
AK026466	8.44	2.92	10.2	2.92
THC2439234	22.4	23.2	17.2	30.1
NM_182557	517	660	408	515
NM_006760	57.1	61.8	86.3	77.6
NM_007159	136	249	120	205
NM_033034	133	140	125	117
NM_138957	411	964	560	921
A_24_P112542	8.37	2.87	10.6	2.9
NM_144697	382	334	421	371
